"folderlist$BookmarkFolder","BookMark","BookMarkDescription"
"R Stats","https://www.otexts.org/book/sfml","Statistical foundations of machine learning | OTexts"
"R Stats","http://www.r-bloggers.com/princetons-guide-to-linear-modeling-and-logistic-regression-with-r/","Princeton’s guide to linear modeling and logistic regression with R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/bayesian-first-aid-one-sample-and-paired-samples-t-test/","Bayesian First Aid: One Sample and Paired Samples t-test | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/does-sexual-activity-change-with-age/","Does sexual activity change with age? | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/picking-a-gui-interface-for-r/","Picking a gui interface for R | (R news &amp; tutorials)"
"R Stats","http://www.youtube.com/watch?v=iZ857h2j6wA","▶ An introductory tour of Deducer - YouTube"
"R Stats","http://vault.hanover.edu/~altermattw/methods/R/data-entry/welcome.html","Welcome to Deducer"
"R Stats","http://www.deducer.org/pmwiki/pmwiki.php?n=Main.DeducerManual","Deducer: A GUI for R - Deducer Manual"
"R Stats","http://www.deducer.org/pmwiki/pmwiki.php?n=Main.WindowsInstallation","Deducer: A GUI for R - Windows Installation"
"R Stats","http://www.r-bloggers.com/introducing-the-ecoengine-package/","Introducing the ecoengine package | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/statistical-modeling-and-computation-book-review/","Statistical modeling and computation [book review] | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/using-one-programming-language-in-the-context-of-another-python-and-r/","Using One Programming Language In the Context of Another – Python and R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/a-statistical-review-of-thinking-fast-and-slow-by-daniel-kahneman/","A statistical review of ‘Thinking, Fast and Slow’ by Daniel Kahneman | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/stunning-maps-of-world-topography/","Stunning Maps of World Topography | (R news &amp; tutorials)"
"R Stats","http://geotheory.co.uk/blog/2014/02/07/visualising-topography/","geotheory | Visualising topography"
"R Stats","http://statistical-research.com/scalar-vector-graphics-from-r/","Using R to Produce Scalable Vector Graphics for the Web | Statistical Research"
"R Stats","http://statistical-research.com/","Statistical Research"
"R Stats","http://www.r-bloggers.com/24-days-of-r-day-1/","24 Days of R: Day 1 | (R news &amp; tutorials)"
"R Stats","https://raw.github.com/yihui/knitr-examples/master/010-upload.Rmd","https://raw.github.com/yihui/knitr-examples/master/010-upload.Rmd"
"R Stats","http://www.r-bloggers.com/knitr-in-a-knutshell-tutorial/","knitr in a knutshell tutorial | (R news &amp; tutorials)"
"R Stats","http://kbroman.github.io/knitr_knutshell/","knitr in a knutshell"
"R Stats","http://www.r-bloggers.com/shoot-the-heart-with-monte-carlo/","Shoot The Heart With Monte Carlo | (R news &amp; tutorials)"
"R Stats","http://www.scoop.it/t/r-for-journalists","R for Journalists | Scoop.it"
"R Stats","http://geotheory.co.uk/blog/2013/04/26/map-like-a-3d-ninja-in-r/","geotheory | Map like a 3d Ninja in R"
"R Stats","http://geotheory.co.uk/blog/","geotheory | spatial research and data visualisation"
"R Stats","http://www.networkworld.com/news/2014/020714-big-data-dice-278557.html?utm_content=bufferc1545&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer","Big Data skills pay top dollar - Network World"
"R Stats","http://blog.hartleybrody.com/google-python/","Google’s Python Lessons are Awesome"
"R Stats","http://www.r-bloggers.com/the-sound-of-mandelbrot-set/","The Sound Of Mandelbrot Set | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/using-dates-and-times-in-r/","Using Dates and Times in R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/unprincipled-component-analysis/","Unprincipled Component Analysis | (R news &amp; tutorials)"
"R Stats","http://www.manning.com/zumel/","Manning: Practical Data Science with R"
"R Stats","http://www.r-bloggers.com/live-google-spreadsheet-for-keeping-track-of-sochi-medals/","Live Google Spreadsheet For Keeping Track Of Sochi Medals | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/r-skills-attract-the-highest-salaries/","R skills attract the highest salaries | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/princeton-vs-facebook-modeling-contagion/","Princeton vs. Facebook: modeling contagion | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/ggplot2-cheatsheet-for-visualizing-distributions/","ggplot2: Cheatsheet for Visualizing Distributions | (R news &amp; tutorials)"
"R Stats","http://cran.r-project.org/web/packages/openintro/index.html","CRAN - Package openintro"
"R Stats","http://www.r-bloggers.com/pisa-2012-occupations-and-the-shiny-app/","PISA 2012, occupations and the shiny app | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/a-delicious-analysis-aka-topic-modelling-using-recipes/","A Delicious Analysis! (aka topic modelling using recipes) | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/books-and-lessons-about-ggplot2/","Books and lessons about ggplot2 | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/r-fun-with-surf3d-function/","R: Fun with surf3D function | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/no-need-for-spss-beautiful-output-in-r-rstats/","No need for SPSS – beautiful output in R #rstats | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/web-scraping-the-basics/","Web-Scraping: the Basics | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/the-gap-between-data-mining-and-predictive-models/","The gap between data mining and predictive models | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/face-to-face-with-marilyn-monroe/","Face To Face With Marilyn Monroe | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/how-to-make-a-bad-password-with-r/","How to Make a Bad Password with R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/genetic-data-large-matrices-and-glmnet/","Genetic data, large matrices and glmnet() | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/how-baby-names-propagate-as-memes-across-the-us/","How baby names propagate as memes across the US | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/bayesian-first-aid-two-sample-t-test/","Bayesian First Aid: Two Sample t-test | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/job-trends-in-the-analytics-market-new-improved-now-fortified-with-c-java-matlab-python-julia-and-many-more/","Job Trends in the Analytics Market: New, Improved, now Fortified with C, Java, MATLAB, Python, Julia and Many More! | (R news &amp; tutorials)"
"R Stats","http://r4stats.com/","r4stats.com | Analyzing the World of Analytics"
"R Stats","http://www.r-bloggers.com/announcing-shiny-server-pro-general-availability/","Announcing Shiny Server Pro general availability | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/installing-r-packages/","Installing R packages | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/displaying-spatial-sensor-data-from-arduino-with-r-on-google-maps/","Displaying spatial sensor data from Arduino with R on Google Maps | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/type-i-error-rates-in-test-of-normality-by-simulation/","Type I error rates in test of normality by simulation | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/nonlinear-time-series-just-appeared/","Nonlinear Time Series just appeared | (R news &amp; tutorials)"
"R Stats","http://www.stat.pitt.edu/stoffer/nltsa/Rcode.html","Nonlinear Time Series - Douc, Moulines, Stoffer"
"R Stats","http://www.r-bloggers.com/foundations-of-statistical-algorithms-book-review/","Foundations of Statistical Algorithms [book review] | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/easily-generate-correlated-variables-from-any-distribution-without-copulas/","Easily generate correlated variables from any distribution (without copulas) | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/predicting-movie-ratings-with-imdb-data-and-r/","Predicting movie ratings with IMDb data and R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/warholing-grace-with-clara/","Warholing Grace With Clara | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/beautiful-table-outputs-in-r-part-2-rstats-sjplot/","Beautiful table outputs in R, part 2 #rstats #sjPlot | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/the-star-puzzle/","The Star Puzzle | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/forecasting-weekly-data/","Forecasting weekly data | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/a-simple-r-bootstrap-function-for-beginners/","A simple R bootstrap function for beginners | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/getting-started-with-hidden-markov-models-in-r/","Getting Started with Hidden Markov Models in R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/a-great-idea-r-markdown-for-undergrads/","A great idea: R Markdown for Undergrads | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/r-3-0-3-is-released/","R 3.0.3 is released | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/colorramppalettealpha-and-addalpha-helper-functions-for-adding-transparency-to-colors-in-r/","colorRampPaletteAlpha() and addalpha() – helper functions for adding transparency to colors in R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/a-hack-to-create-matrices-in-r-matlab-style/","A Hack to Create Matrices in R, Matlab style | (R news &amp; tutorials)"
"R Stats","http://adv-r.had.co.nz/","Welcome · Advanced R."
"R Stats","http://www.r-bloggers.com/oldies-but-goldies-statistical-graphics-books/","Oldies but Goldies: Statistical Graphics Books | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/less-wordy-r/","Less wordy R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/an-r-meta-book/","An R &quot;meta&quot; book | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/bayesian-search-models/","Bayesian Search Models | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/importexport-data-to-and-from-xlsx-files/","Import/Export data to and from xlsx files | (R news &amp; tutorials)"
"R Stats","http://www.statmethods.net/interface/io.html","Quick-R: Input and Output"
"R Stats","http://www.r-bloggers.com/bayesian-first-aid-pearson-correlation-test/","Bayesian First Aid: Pearson Correlation Test | (R news &amp; tutorials)"
"R Stats","http://www.cyclismo.org/tutorial/R/tables.html","12. Two Way Tables — R Tutorial"
"R Stats","http://www.r-bloggers.com/it-is-time-for-rdata-files-to-become-the-standard-for-data-transfer/","It is time for RData files to become the standard for Data Transfer | (R news &amp; tutorials)"
"R Stats","http://www.statmethods.net/graphs/bar.html","Quick-R: Bar Plots"
"R Stats","http://www.harding.edu/fmccown/r/","Producing Simple Graphs with R"
"R Stats","http://www.r-bloggers.com/why-use-r-five-reasons/","Why use R? Five reasons. | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/how-to-make-a-mosaic-plot-in-r/","How to make a mosaic plot in R | (R news &amp; tutorials)"
"R Stats","http://flowingdata.com/2010/02/11/an-easy-way-to-make-a-treemap/","An Easy Way to Make a Treemap"
"R Stats","http://learnr.wordpress.com/2009/03/29/ggplot2_marimekko_mosaic_chart/","ggplot2: Marimekko/Mosaic Chart | Learning R"
"R Stats","http://www.r-statistics.com/","R-statistics blog | Statistics with R, and open source stuff (software, data, community)"
"R Stats","https://www.zoology.ubc.ca/~schluter/R/display/","Display | R tips pages"
"R Stats","http://www.rcommander.com/","Rcmdr.com"
"R Stats","http://www.inside-r.org/r-doc/base/table","table {base} | inside-R | A Community Site for R"
"R Stats","https://class.coursera.org/getdata-002/forum/thread?thread_id=117","[RESOLVED] Quiz1-Q3. xlsx file loading errors"
"R Stats","http://www.r-bloggers.com/and-the-most-loyal-fans-in-the-nba-are/","And the most loyal fans in the NBA are… | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/r-3-1-0-is-released/","R 3.1.0 is released! | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/quantitative-finance-applications-in-r-5-an-introduction-to-monte-carlo-simulation/","Quantitative Finance Applications in R – 5: an Introduction to Monte Carlo Simulation | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/regular-expressions-in-r-vs-rstudio/","Regular expressions in R vs RStudio | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/following-open-courseware/","Following open courseware | (R news &amp; tutorials)"
"R Stats","https://www.eclipse.org/","Eclipse - The Eclipse Foundation open source community website."
"R Stats","http://www.walware.de/goto/statet","WalWare - Homepage"
"R Stats","http://stackoverflow.com/questions/22140742/convert-md-to-pdf-using-rstudio","r - Convert *.md to *.pdf using RStudio - Stack Overflow"
"R Stats","https://github.com/rstudio/rmarkdown","rstudio/rmarkdown"
"R Stats","http://johnmacfarlane.net/pandoc/releases.html","Pandoc - Releases"
"R Stats","http://johnmacfarlane.net/pandoc/","Pandoc - About pandoc"
"R Stats","http://danieljhocking.wordpress.com/2013/09/25/knitting-beautiful-documents-in-rstudio/","Knitting beautiful documents in RStudio | Daniel J. Hocking"
"R Stats","http://johnmacfarlane.net/pandoc/getting-started.html","Pandoc - Getting started with pandoc"
"R Stats","http://www.haskell.org/platform/","Download Haskell"
"R Stats","http://www.r-bloggers.com/vectorization-in-r-why/","Vectorization in R: Why? | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/make-your-ggplots-shareable-collaborative-and-with-d3/","Make your ggplots shareable, collaborative, and with D3 | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/how-fast-the-fastest-human-would-run-100m/","How Fast the Fastest Human Would Run 100m? | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/date-formating-in-r/","Date formating in R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/checking-glm-model-assumptions-in-r/","Checking (G)LM model assumptions in R | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/r-and-the-weather-in-the-local-news/","R and the weather in the local news | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/play-2048-using-r/","Play 2048… using R! | (R news &amp; tutorials)"
"R Stats","http://www.r-statistics.com/2013/03/updating-r-from-r-on-windows-using-the-installr-package/","Updating R from R (on Windows) – using the {installr} package | R-statistics blog"
"R Stats","https://class.coursera.org/getdata-002/forum/thread?thread_id=246","RmySQL setup under Windows 7, step by step instructions."
"R Stats","http://www.r-bloggers.com/r-activity-around-the-world/","R activity around the world | (R news &amp; tutorials)"
"R Stats","http://answers.oreilly.com/topic/1629-how-to-import-data-from-external-files-in-r/","How to Import Data from External Files in R - O&#39;Reilly Answers"
"R Stats","http://science.nature.nps.gov/im/datamgmt/statistics/r/fundamentals/index.cfm","Data Import &amp; Export in R"
"R Stats","http://www.burns-stat.com/documents/books/tao-te-programming/","Tao Te Programming - Burns Statistics"
"R Stats","http://www.r-bloggers.com/some-fun-and-insights-with-facbooks-graph-api/","Some fun (and insights) with facbook’s graph API | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/overlaying-species-occurrence-data-with-climate-data/","Overlaying species occurrence data with climate data | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/bandit-formulations-for-ab-tests-some-intuition/","Bandit Formulations for A/B Tests: Some Intuition | (R news &amp; tutorials)"
"R Stats","http://www.r-statistics.com/tag/melt/","Melt | R-statistics blog"
"R Stats","http://www.r-statistics.com/2012/01/aggregation-and-restructuring-data-from-r-in-action/","Aggregation and Restructuring data (from “R in Action”) | R-statistics blog"
"R Stats","http://www.r-bloggers.com/melt/","Melt | (R news &amp; tutorials)"
"R Stats","http://www.regular-expressions.info/rlanguage.html","Regular Expressions with grep, regexp and sub in the R Language"
"R Stats","http://tgmstat.wordpress.com/2013/10/31/reshape-and-aggregate-data-with-the-r-package-reshape2/","Reshape and aggregate data with the R package reshape2 | Thiago G. Martins"
"R Stats","http://www.r-bloggers.com/what-if-you-dig-a-hole-through-the-earth/","What If You Dig A Hole Through The Earth? | (R news &amp; tutorials)"
"R Stats","http://www.r-bloggers.com/box-plot-with-r-tutorial/","Box-plot with R – Tutorial | (R news &amp; tutorials)"
"R Stats","http://www.stat.columbia.edu/~gelman/arm/","Home page for the book, &quot;Data Analysis Using Regression and Multilevel/Hierarchical Models&quot;"
"R Stats","http://www.stat.columbia.edu/~gelman/arm/software/","Data and software page for the book, &quot;Applied regression and multilevel modeling&quot;"
"Math &amp; Stats","http://www.greenteapress.com/thinkbayes/","Think Bayes"
"Math &amp; Stats","http://greenteapress.com/thinkstats/","Think Stats: Probability and Statistics for Programmers"
"Math &amp; Stats","http://sagemath.org/","Sage: Open Source Mathematics Software"
"Math &amp; Stats","http://wiki.sagemath.org/SageAppliance","SageAppliance - Sage Wiki"
"Math &amp; Stats","http://sagemath.org/tour.html","Sage - Tour"
"Math &amp; Stats","http://stata.com/","Stata: Data Analysis and Statistical Software"
"Math &amp; Stats","http://momath.org/","The Museum of Mathematics"
"Math &amp; Stats","http://fawnnguyen.com/2013/02/08/don-stewards-complete-the-quadrilateral.aspx","Finding Ways to Nguyen Students Over: Don Steward&#39;s Complete the Quadrilateral"
"Math &amp; Stats","http://math4teaching.com/2013/02/08/top-5-bestmath-education-sites-and-blogs/","Top 5 Best Math Education Sites and Blogs - Mathematics for Teaching"
"Math &amp; Stats","http://smartdatacollective.com/jackmason/100401/how-algorithms-changed-world","How Algorithms Changed The World [INFOGRAPHIC] | SmartData Collective"
"Math &amp; Stats","http://www.ma.utexas.edu/users/mks/statmistakes/regressioncoeffs.html","Interpreting Regression Coefficients"
"Math &amp; Stats","http://sph.bu.edu/otlt/MPH-Modules/BS/BS704_Multivariable/BS704_Multivariable7.html","Multiple Linear Regression Analysis"
"Math &amp; Stats","http://www.statsoft.com/textbook/elementary-statistics-concepts/","Getting Started with Statistics Concepts"
"Math &amp; Stats","https://www.writelatex.com/","writeLaTeX: Online Collaborative LaTeX Editor with Integrated Rapid Preview"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Cross-validation_(statistics)","Cross-validation (statistics) - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Cross-validation_(statistics)#K-fold_cross-validation","Cross-validation (statistics) - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://research.cs.tamu.edu/prism/lectures/pr/pr_l13.pdf","L9: Linear discriminants analysis - pr_l13.pdf"
"Math &amp; Stats","http://www.stat.berkeley.edu/~nolan/stat133/Fall05/lectures/","STAT 133"
"Math &amp; Stats","http://www.significancemagazine.org/details/webexclusive/4374981/Writing-with-Significance-Writing-competition-to-celebrate-the-International-Yea.html","Writing with Significance! Writing competition to celebrate the International Year of Statistics - Web Exclusive Article - Significance Magazine"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Support_vector_machine","Support vector machine - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://bit-player.org/","bit-player | An amateur&#39;s outlook on computation and mathematics"
"Math &amp; Stats","http://www.cambridge.org/gb/knowledge/isbn/item5010376/?site_locale=en_GB","Large-Scale Inference - Academic and Professional Books - Cambridge University Press"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Pareto_distribution","Pareto distribution - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://www.vassarstats.net/dist.html","Standard Error of Sample Means"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Central_limit_theorem","Central limit theorem - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Gerolamo_Cardano","Gerolamo Cardano - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Jacob_Bernoulli","Jacob Bernoulli - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Law_of_large_numbers","Law of large numbers - Wikipedia, the free encyclopedia"
"Math &amp; Stats","https://www.khanacademy.org/math/probability/statistics-inferential/sampling_distribution/v/central-limit-theorem","Central Limit Theorem | Sampling distribution | Khan Academy"
"Math &amp; Stats","http://answers.yahoo.com/question/index?qid=20081012165556AAspGuq","What is the difference between confounding and lurking variables? - Yahoo! Answers"
"Math &amp; Stats","http://www.virmanimath.com/start-page-2012-2013/ap-stats-2012-2013/chapter-2/apstatonlineclass/confounding-and-lurking-variables","Confounding and Lurking Variables - virmanimath"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Blocking_(statistics)","Blocking (statistics) - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://allendowney.blogspot.com/2013/04/the-price-is-right-problem.html","Probably Overthinking It: The Price is Right Problem"
"Math &amp; Stats","http://allendowney.blogspot.com/2013/04/the-price-is-right-problem-part-two.html","Probably Overthinking It: The Price is Right Problem: Part Two"
"Math &amp; Stats","http://www.jstatsoft.org/","Journal of Statistical Software — Index"
"Math &amp; Stats","http://arxiv.org/","arXiv.org e-Print archive"
"Math &amp; Stats","http://www.foastat.org/","Foundation for Open Access Statistics - promoting free software, open access publishing, and reproducible research in statistics."
"Math &amp; Stats","http://allendowney.blogspot.com/2013/04/freshman-hordes-regress-to-mean.html","Probably Overthinking It: Freshman hordes regress to the mean"
"Math &amp; Stats","https://www.khanacademy.org/math/probability/statistics-inferential/confidence-intervals/v/confidence-interval-1","Confidence Interval 1 | Confident intervals | Khan Academy"
"Math &amp; Stats","http://pages.stern.nyu.edu/~churvich/Regress/Handouts/Chapt1.pdf","Chapt1.pdf"
"Math &amp; Stats","http://allendowney.blogspot.com/2013/05/the-red-line-problem.html","Probably Overthinking It: The Red Line problem"
"Math &amp; Stats","http://graphpad.com/quickcalcs/PValue1.cfm","P value calculator"
"Math &amp; Stats","http://www.danielsoper.com/statcalc3/calc.aspx?id=10","Free Student t-Value Calculator"
"Math &amp; Stats","http://www.unc.edu/~jamisonm/fivesteps.htm","Hypothesis Testing"
"Math &amp; Stats","http://nbviewer.ipython.org/urls/raw.github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers/master/Prologue/Prologue.ipynb","http://nbviewer.ipython.org/urls/raw.github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers/master/Prologue/Prologue.ipynb"
"Math &amp; Stats","https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers","CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers · GitHub"
"Math &amp; Stats","http://www.southalabama.edu/coe/bset/johnson/lectures/lec15.htm","Chapter 15"
"Math &amp; Stats","http://en.wikipedia.org/wiki/Infinite_product","Infinite product - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://blog.vctr.me/posts/central-limit-theorem.html","Central Limit Theorem Visualized"
"Math &amp; Stats","http://www.math-drills.com/measurement/liquid_measurement_conversion_guide.html","Liquid Measurement Conversion Guide"
"Math &amp; Stats","http://cotpi.com/p/68/","Boolean financial advisors - cotpi"
"Math &amp; Stats","http://www.banskt.com/blog/golden-ratio-in-logo-designs/","bansktblog  – Golden Ratio in logo designs"
"Math &amp; Stats","http://www.pnas.org/content/101/46/16385.long","Groups of diverse problem solvers can outperform groups of high-ability problem solvers"
"Math &amp; Stats","http://pastebin.com/AeDyxGyj","Model Thinking Q4 - Pastebin.com"
"Math &amp; Stats","http://lillianpierson.com/Blog/moving-beyond-irp-practical-nuances-in-statistical-point-pattern-analysis/","Moving Beyond IRP: Practical Nuances in Statistical Point Pattern Analysis - Lillian Pierson"
"Math &amp; Stats","http://www.math-drills.com/graphpaper.shtml","Graph Paper"
"Math &amp; Stats","http://online.wsj.com/article/SB10001424127887323610704578625812355516182.html?mod=e2fb","The Science of Winning Poker - WSJ.com"
"Math &amp; Stats","http://mathandmultimedia.com/2013/08/17/mathematics-of-rainbows/","Aristotle&#39;s Theory on the Mathematics of Rainbows"
"Math &amp; Stats","http://thenumerist.com/10-amazing-examples-of-architecture-inspired-by-mathematics/","10 Amazing Examples of Architecture Inspired by Mathematics - The Numerist"
"Math &amp; Stats","http://mathynick.com/2013/08/did-you-know-ii-is-real/","Did You Know: i^i Is Real? | The Random Mathematical Ponderations of a Math Geek"
"Math &amp; Stats","http://learningenvironment.com/ThreeDoors","Three Doors Probability Puzzle"
"Math &amp; Stats","https://mooculus.osu.edu/","mooculus"
"Math &amp; Stats","http://www.whitman.edu/mathematics/calculus/calculus_2013.pdf","calculus_2013.pdf"
"Math &amp; Stats","http://thenumerist.com/pythagorean-identities/","Pythagorean Identities - The Numerist"
"Math &amp; Stats","http://learndataanalysis.com/bayesian-nonparametrics-document-and-language-modeling","Bayesian nonparametrics in document and language modeling | Learn Data Analysis"
"Math &amp; Stats","http://blog.math-drills.com/2013/09/math-worksheets-on-any-device-and-any.html","Math-Drills.com Blog: Math Worksheets on Any Device and Any Size"
"Math &amp; Stats","http://en.wikipedia.org/wiki/L%C3%A9on_Foucault","Léon Foucault - Wikipedia, the free encyclopedia"
"Math &amp; Stats","http://shop.oreilly.com/category/deals/statistics.do?code=WKSTATS&cmp=tw-strata-books-videos-info-promo_owo_promo_statistics","Save 50% on Statistics Ebooks - Deals - O&#39;Reilly Media"
"Math &amp; Stats","http://www.theverge.com/2013/10/3/4799212/fabian-oefner-science-art-photography-ted-talk","Fabian Oefner turns simple science into stunning art photography | The Verge"
"Math &amp; Stats","http://www.allanalytics.com/author.asp?section_id=1411&doc_id=268573&_mc=MP_IWK_EDT_STUB","AllAnalytics - Beth Schultz - Get the Modeler... Before the Model Gets Us"
"Math &amp; Stats","http://code.google.com/p/thinkstats/source/browse/#svn%2Ftrunk%2Fthinkstats2","/ - thinkstats - LaTeX source for Think Stats: Probability and Statistics for Programmers - Google Project Hosting"
"Math &amp; Stats","http://www.refsmmat.com/statistics/","Welcome — Statistics Done Wrong"
"Math &amp; Stats","http://www.math-drills.com/halloween.shtml","Halloween Math Worksheets"
"Math &amp; Stats","http://en.m.wikinews.org/wiki/British_computer_scientist%27s_new_%22nullity%22_idea_provokes_reaction_from_mathematicians","British computer scientist&#39;s new &quot;nullity&quot; idea provokes reaction from mathematicians - Wikinews, the free news source"
"Math &amp; Stats","http://www.goodreads.com/book/show/10672848-the-theory-that-would-not-die","The Theory That Would Not Die: How Bayes&#39; Rule Cracked the Enigma Code, Hunted Down Russian Submarines, and Emerged Triumphant from Two Centuries of Controversy by Sharon Bertsch McGrayne — Reviews, Discussion, Bookclubs, Lists"
"Math &amp; Stats","http://www.crcpress.com/product/isbn/9781482216370","A Basic Course in Real Analysis - CRC Press Book"
"Math &amp; Stats","http://www.crcpress.com/product/isbn/9781439885253","Business Process Modeling, Simulation and Design, Second Edition - CRC Press Book"
"Math &amp; Stats","http://www.washingtonpost.com/news/volokh-conspiracy/wp/2014/01/30/super-bowl-math-puzzle/?utm_content=buffere7efb&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer","Super Bowl math puzzle"
"Math &amp; Stats","http://errorstatistics.com/2014/02/05/probabilism-as-an-obstacle-to-fraud-busting/","“Probabilism as an Obstacle to Fraud-Busting” | Error Statistics Philosophy"
"Math &amp; Stats","http://sumsar.net/blog/2014/01/bayesian-first-aid/","Bayesian First Aid - Publishable Stuff"
"Math &amp; Stats","http://sumsar.net/blog/2014/01/bayesian-first-aid-binomial-test/","Bayesian First Aid: Binomial Test - Publishable Stuff"
"Math &amp; Stats","http://errorstatistics.com/","Error Statistics Philosophy"
"Math &amp; Stats","http://magazine.amstat.org/","Amstat News - Monthly Membership Magazine of the American Statistical Association"
"Math &amp; Stats","http://www.amstat.org/policy/statsig.cfm","Statistical Significance"
"Math &amp; Stats","http://magazine.amstat.org/blog/2014/02/01/statsigfeb2014/","Statistical Significance Documents on Agriculture and Sports Released | Amstat News"
"Math &amp; Stats","http://www.statsblogs.com/2014/02/08/detecting-seasonality/?utm_source=feedburner&utm_medium=twitter&utm_campaign=Feed%3A+statsblogs+%28StatsBlogs%29","Detecting seasonality | StatsBlogs.com | All About Statistics"
"Math &amp; Stats","http://iowahawk.typepad.com/iowahawk/2009/12/fables-of-the-reconstruction.html","iowahawk: Fables of the Reconstruction"
"Math &amp; Stats","http://www.openintro.org/stat/textbook.php","OpenIntro"
